<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.01.28	20:00:00	143.125	143.240	143.104	143.191	4735	0	0
2021.01.28	21:00:00	143.191	143.251	143.156	143.225	5094	0	0
2021.01.28	22:00:00	143.225	143.270	143.146	143.151	4801	0	0
2021.01.28	23:00:00	143.152	143.157	143.050	143.126	5223	0	0
2021.01.29	00:00:00	142.977	143.123	142.903	143.059	4417	0	14
2021.01.29	01:00:00	143.061	143.166	143.057	143.149	4366	0	2
2021.01.29	02:00:00	143.147	143.298	143.127	143.227	4683	0	0
2021.01.29	03:00:00	143.227	143.459	143.220	143.295	4650	0	0
2021.01.29	04:00:00	143.294	143.358	143.221	143.295	3963	0	0
2021.01.29	05:00:00	143.295	143.317	143.153	143.184	3616	0	0
2021.01.29	06:00:00	143.184	143.271	143.110	143.265	3685	0	0
2021.01.29	07:00:00	143.265	143.267	143.140	143.169	4111	0	0
2021.01.29	08:00:00	143.171	143.325	143.134	143.292	3464	0	0
2021.01.29	09:00:00	143.292	143.364	143.144	143.221	5637	0	0
2021.01.29	10:00:00	143.219	143.329	142.995	143.249	8171	0	0
2021.01.29	11:00:00	143.248	143.435	143.184	143.320	8162	0	0
2021.01.29	12:00:00	143.320	143.464	143.185	143.385	7100	0	0
2021.01.29	13:00:00	143.385	143.644	143.340	143.603	5863	0	0
2021.01.29	14:00:00	143.603	143.772	143.595	143.668	7386	0	0
2021.01.29	15:00:00	143.668	143.912	143.562	143.816	10503	0	0
2021.01.29	16:00:00	143.816	143.958	143.758	143.781	8697	0	0
2021.01.29	17:00:00	143.781	143.863	143.595	143.712	9677	0	0
2021.01.29	18:00:00	143.715	143.782	143.494	143.602	9018	0	0
2021.01.29	19:00:00	143.605	143.690	143.431	143.505	6503	0	0
2021.01.29	20:00:00	143.505	143.671	143.457	143.567	6448	0	0
2021.01.29	21:00:00	143.569	143.678	143.501	143.519	6386	0	0
2021.01.29	22:00:00	143.516	143.632	143.404	143.485	4788	0	0
2021.01.29	23:00:00	143.485	143.525	143.379	143.450	3091	0	0
2021.02.01	00:00:00	143.574	143.649	143.506	143.564	1810	0	9
2021.02.01	01:00:00	143.567	143.613	143.376	143.436	4898	0	0
2021.02.01	02:00:00	143.434	143.582	143.390	143.582	4311	0	0
2021.02.01	03:00:00	143.582	143.671	143.523	143.646	4260	0	0
2021.02.01	04:00:00	143.646	143.774	143.645	143.740	3496	0	0
2021.02.01	05:00:00	143.740	143.808	143.728	143.792	3609	0	0
2021.02.01	06:00:00	143.792	143.814	143.722	143.786	3293	0	0
2021.02.01	07:00:00	143.786	143.920	143.736	143.870	2658	0	0
2021.02.01	08:00:00	143.870	143.890	143.796	143.824	2336	0	0
2021.02.01	09:00:00	143.819	143.893	143.670	143.884	5506	0	0
2021.02.01	10:00:00	143.879	144.023	143.778	143.917	8709	0	0
2021.02.01	11:00:00	143.917	144.103	143.817	143.988	7337	0	0
2021.02.01	12:00:00	143.988	143.988	143.750	143.919	6693	0	0
2021.02.01	13:00:00	143.919	143.942	143.741	143.777	5490	0	0
2021.02.01	14:00:00	143.778	143.912	143.762	143.792	5625	0	0
2021.02.01	15:00:00	143.793	143.807	143.501	143.538	6026	0	0
2021.02.01	16:00:00	143.538	143.689	143.478	143.559	6980	0	0
2021.02.01	17:00:00	143.559	143.600	143.373	143.395	7792	0	0
2021.02.01	18:00:00	143.396	143.594	143.371	143.529	6217	0	0
2021.02.01	19:00:00	143.529	143.616	143.509	143.590	4133	0	0
2021.02.01	20:00:00	143.588	143.630	143.424	143.470	4135	0	0
2021.02.01	21:00:00	143.468	143.561	143.444	143.472	3814	0	0
2021.02.01	22:00:00	143.472	143.472	143.325	143.369	4042	0	0
2021.02.01	23:00:00	143.369	143.435	143.340	143.381	2647	0	0
2021.02.02	00:00:00	143.349	143.405	143.272	143.387	2917	0	19
2021.02.02	01:00:00	143.388	143.503	143.380	143.433	3032	0	0
2021.02.02	02:00:00	143.433	143.445	143.348	143.386	3477	0	0
2021.02.02	03:00:00	143.389	143.610	143.371	143.602	3641	0	0
2021.02.02	04:00:00	143.602	143.678	143.533	143.631	2911	0	0
2021.02.02	05:00:00	143.631	143.710	143.603	143.706	3824	0	0
2021.02.02	06:00:00	143.705	143.726	143.598	143.652	2142	0	0
2021.02.02	07:00:00	143.652	143.701	143.618	143.673	2867	0	0
2021.02.02	08:00:00	143.674	143.687	143.603	143.654	2325	0	0
2021.02.02	09:00:00	143.654	143.706	143.548	143.586	5060	0	0
2021.02.02	10:00:00	143.586	143.775	143.575	143.685	7401	0	0
2021.02.02	11:00:00	143.685	143.772	143.579	143.615	5316	0	0
2021.02.02	12:00:00	143.615	143.683	143.477	143.553	7016	0	0
2021.02.02	13:00:00	143.554	143.619	143.527	143.590	5720	0	0
2021.02.02	14:00:00	143.591	143.672	143.544	143.551	5200	0	0
2021.02.02	15:00:00	143.552	143.593	143.384	143.419	5515	0	0
2021.02.02	16:00:00	143.419	143.424	143.132	143.177	8140	0	0
2021.02.02	17:00:00	143.176	143.321	143.144	143.238	7580	0	0
2021.02.02	18:00:00	143.242	143.402	143.218	143.398	5704	0	0
2021.02.02	19:00:00	143.367	143.464	143.361	143.428	5208	0	0
2021.02.02	20:00:00	143.427	143.479	143.395	143.431	4682	0	0
2021.02.02	21:00:00	143.431	143.480	143.396	143.476	3595	0	0
2021.02.02	22:00:00	143.476	143.497	143.411	143.453	3463	0	0
2021.02.02	23:00:00	143.455	143.512	143.442	143.476	2735	0	0
2021.02.03	00:00:00	143.463	143.482	143.360	143.446	6535	0	20
2021.02.03	01:00:00	143.457	143.567	143.454	143.458	1808	0	0
2021.02.03	02:00:00	143.458	143.585	143.444	143.452	3621	0	1
2021.02.03	03:00:00	143.452	143.580	143.425	143.563	3204	0	0
2021.02.03	04:00:00	143.563	143.601	143.491	143.538	2830	0	0
2021.02.03	05:00:00	143.539	143.569	143.475	143.516	2024	0	0
2021.02.03	06:00:00	143.516	143.546	143.478	143.493	1976	0	0
2021.02.03	07:00:00	143.493	143.515	143.430	143.458	1579	0	0
2021.02.03	08:00:00	143.458	143.458	143.339	143.405	2184	0	0
2021.02.03	09:00:00	143.404	143.622	143.366	143.619	4482	0	0
2021.02.03	10:00:00	143.619	143.691	143.479	143.482	6650	0	0
2021.02.03	11:00:00	143.482	143.528	143.293	143.293	6662	0	0
2021.02.03	12:00:00	143.292	143.363	143.226	143.335	4330	0	0
2021.02.03	13:00:00	143.335	143.369	143.207	143.208	4035	0	0
2021.02.03	14:00:00	143.208	143.249	143.114	143.172	5776	0	0
2021.02.03	15:00:00	143.171	143.376	143.140	143.355	6323	0	0
2021.02.03	16:00:00	143.355	143.524	143.257	143.508	7774	0	0
2021.02.03	17:00:00	143.516	143.538	143.341	143.364	7364	0	0
2021.02.03	18:00:00	143.365	143.514	143.355	143.398	5398	0	0
2021.02.03	19:00:00	143.398	143.491	143.332	143.415	3993	0	0
2021.02.03	20:00:00	143.415	143.427	143.253	143.296	3385	0	0
2021.02.03	21:00:00	143.296	143.329	143.279	143.314	2575	0	0
2021.02.03	22:00:00	143.314	143.321	143.187	143.225	3980	0	0
2021.02.03	23:00:00	143.226	143.318	143.213	143.287	2569	0	0
2021.02.04	00:00:00	143.293	143.302	143.189	143.289	1401	0	14
2021.02.04	01:00:00	143.296	143.391	143.273	143.316	2331	0	0
2021.02.04	02:00:00	143.318	143.334	143.255	143.276	2582	0	0
2021.02.04	03:00:00	143.276	143.322	143.240	143.283	3034	0	0
2021.02.04	04:00:00	143.283	143.347	143.269	143.280	2090	0	0
2021.02.04	05:00:00	143.281	143.306	143.034	143.079	3452	0	0
2021.02.04	06:00:00	143.079	143.145	143.058	143.086	2760	0	0
2021.02.04	07:00:00	143.086	143.086	142.988	143.050	3370	0	0
2021.02.04	08:00:00	143.049	143.167	143.005	143.081	2728	0	0
2021.02.04	09:00:00	143.078	143.104	142.942	142.969	5411	0	0
2021.02.04	10:00:00	142.968	143.024	142.840	142.921	6781	0	0
2021.02.04	11:00:00	142.921	143.114	142.845	142.951	6175	0	0
2021.02.04	12:00:00	142.951	143.074	142.904	142.931	5055	0	0
2021.02.04	13:00:00	142.931	143.036	142.870	142.912	4231	0	0
2021.02.04	14:00:00	142.912	143.828	142.893	143.823	10325	0	0
2021.02.04	15:00:00	143.824	144.216	143.815	144.071	7918	0	0
2021.02.04	16:00:00	144.071	144.140	143.935	144.105	7724	0	0
2021.02.04	17:00:00	144.105	144.168	143.970	143.975	7287	0	0
2021.02.04	18:00:00	143.975	144.070	143.931	144.055	4251	0	0
2021.02.04	19:00:00	144.055	144.112	143.999	144.047	4071	0	0
2021.02.04	20:00:00	144.047	144.139	143.962	144.132	2878	0	0
2021.02.04	21:00:00	144.132	144.303	144.113	144.299	3028	0	0
2021.02.04	22:00:00	144.299	144.365	144.288	144.351	2620	0	0
2021.02.04	23:00:00	144.350	144.361	144.261	144.311	1844	0	0
2021.02.05	00:00:00	144.281	144.282	144.140	144.204	851	0	27
2021.02.05	01:00:00	144.204	144.390	144.199	144.344	2006	0	0
2021.02.05	02:00:00	144.344	144.512	144.325	144.404	4301	0	0
2021.02.05	03:00:00	144.404	144.404	144.327	144.364	3894	0	0
2021.02.05	04:00:00	144.364	144.392	144.259	144.270	1978	0	0
2021.02.05	05:00:00	144.267	144.328	144.254	144.296	1674	0	0
2021.02.05	06:00:00	144.296	144.368	144.294	144.342	1643	0	0
2021.02.05	07:00:00	144.342	144.378	144.318	144.354	2041	0	0
2021.02.05	08:00:00	144.354	144.426	144.346	144.367	1579	0	0
2021.02.05	09:00:00	144.365	144.381	144.280	144.340	3354	0	0
2021.02.05	10:00:00	144.340	144.495	144.306	144.333	7362	0	0
2021.02.05	11:00:00	144.332	144.445	144.328	144.392	4744	0	0
2021.02.05	12:00:00	144.392	144.614	144.392	144.499	4848	0	0
2021.02.05	13:00:00	144.499	144.597	144.414	144.575	4756	0	0
2021.02.05	14:00:00	144.575	144.806	144.520	144.761	5176	0	0
2021.02.05	15:00:00	144.760	144.890	144.648	144.837	9077	0	0
2021.02.05	16:00:00	144.832	144.886	144.706	144.751	8932	0	0
2021.02.05	17:00:00	144.751	144.889	144.722	144.744	6804	0	0
2021.02.05	18:00:00	144.744	144.785	144.568	144.595	5971	0	0
2021.02.05	19:00:00	144.595	144.737	144.573	144.674	3804	0	0
2021.02.05	20:00:00	144.675	144.699	144.606	144.620	3028	0	0
2021.02.05	21:00:00	144.620	144.756	144.612	144.746	2747	0	0
2021.02.05	22:00:00	144.746	144.791	144.724	144.781	1849	0	0
2021.02.05	23:00:00	144.781	144.801	144.732	144.774	2430	0	0
2021.02.08	00:00:00	144.461	144.756	144.425	144.653	7576	0	50
2021.02.08	01:00:00	144.652	144.818	144.641	144.789	3778	0	0
2021.02.08	02:00:00	144.789	144.929	144.731	144.849	4387	0	0
2021.02.08	03:00:00	144.849	144.881	144.781	144.851	2134	0	0
2021.02.08	04:00:00	144.851	144.853	144.779	144.798	1919	0	0
2021.02.08	05:00:00	144.798	144.850	144.764	144.835	1370	0	0
2021.02.08	06:00:00	144.835	144.886	144.828	144.836	1550	0	0
2021.02.08	07:00:00	144.836	144.878	144.820	144.847	1938	0	0
2021.02.08	08:00:00	144.847	144.886	144.825	144.844	1279	0	0
2021.02.08	09:00:00	144.845	144.933	144.840	144.884	3443	0	0
2021.02.08	10:00:00	144.881	144.929	144.751	144.817	5276	0	0
2021.02.08	11:00:00	144.817	144.848	144.693	144.753	4310	0	0
2021.02.08	12:00:00	144.753	144.802	144.577	144.620	4066	0	0
2021.02.08	13:00:00	144.620	144.672	144.523	144.531	4160	0	0
2021.02.08	14:00:00	144.531	144.649	144.501	144.503	4567	0	0
2021.02.08	15:00:00	144.503	144.561	144.410	144.456	4963	0	0
2021.02.08	16:00:00	144.456	144.642	144.423	144.636	6219	0	0
2021.02.08	17:00:00	144.636	144.764	144.517	144.535	7452	0	0
2021.02.08	18:00:00	144.535	144.577	144.429	144.514	6103	0	0
2021.02.08	19:00:00	144.512	144.603	144.505	144.543	3841	0	0
2021.02.08	20:00:00	144.543	144.595	144.533	144.554	2711	0	0
2021.02.08	21:00:00	144.554	144.616	144.549	144.615	2607	0	0
2021.02.08	22:00:00	144.615	144.615	144.465	144.567	2338	0	0
2021.02.08	23:00:00	144.568	144.617	144.549	144.609	2413	0	0
2021.02.09	00:00:00	144.548	144.604	144.503	144.532	4800	0	59
2021.02.09	01:00:00	144.532	144.624	144.532	144.619	1909	0	1
2021.02.09	02:00:00	144.619	144.662	144.547	144.616	2965	0	0
2021.02.09	03:00:00	144.616	144.644	144.544	144.629	3225	0	0
2021.02.09	04:00:00	144.629	144.671	144.546	144.620	4438	0	0
2021.02.09	05:00:00	144.621	144.626	144.530	144.556	2092	0	0
2021.02.09	06:00:00	144.555	144.567	144.450	144.489	1973	0	0
2021.02.09	07:00:00	144.488	144.597	144.481	144.583	2418	0	0
2021.02.09	08:00:00	144.579	144.598	144.379	144.403	2387	0	0
2021.02.09	09:00:00	144.403	144.460	144.358	144.402	4213	0	0
2021.02.09	10:00:00	144.402	144.474	144.272	144.329	6619	0	0
2021.02.09	11:00:00	144.329	144.369	144.085	144.104	6331	0	0
2021.02.09	12:00:00	144.104	144.153	144.035	144.083	4895	0	0
2021.02.09	13:00:00	144.084	144.266	144.049	144.189	4492	0	0
2021.02.09	14:00:00	144.190	144.195	144.083	144.140	4128	0	0
2021.02.09	15:00:00	144.140	144.259	144.110	144.203	6216	0	0
2021.02.09	16:00:00	144.204	144.297	144.117	144.229	6913	0	0
2021.02.09	17:00:00	144.228	144.295	144.110	144.274	5892	0	0
2021.02.09	18:00:00	144.274	144.343	144.220	144.317	4514	0	0
2021.02.09	19:00:00	144.317	144.338	144.256	144.274	2693	0	0
2021.02.09	20:00:00	144.274	144.395	144.251	144.384	2154	0	0
2021.02.09	21:00:00	144.384	144.464	144.373	144.398	3216	0	0
2021.02.09	22:00:00	144.398	144.467	144.390	144.462	2067	0	0
2021.02.09	23:00:00	144.462	144.516	144.405	144.436	2816	0	0
2021.02.10	00:00:00	144.476	144.502	144.368	144.419	4672	0	33
2021.02.10	01:00:00	144.420	144.493	144.420	144.486	1696	0	2
2021.02.10	02:00:00	144.490	144.505	144.370	144.486	2929	0	0
2021.02.10	03:00:00	144.486	144.585	144.468	144.574	2983	0	0
2021.02.10	04:00:00	144.574	144.650	144.564	144.603	2208	0	0
2021.02.10	05:00:00	144.603	144.609	144.485	144.525	1833	0	1
2021.02.10	06:00:00	144.525	144.566	144.491	144.524	1025	0	0
2021.02.10	07:00:00	144.523	144.552	144.506	144.511	1074	0	0
2021.02.10	08:00:00	144.511	144.559	144.493	144.503	1516	0	0
2021.02.10	09:00:00	144.503	144.535	144.410	144.531	3149	0	0
2021.02.10	10:00:00	144.532	144.702	144.520	144.670	6752	0	0
2021.02.10	11:00:00	144.669	145.068	144.638	144.975	7496	0	0
2021.02.10	12:00:00	144.975	145.008	144.892	144.950	5149	0	0
2021.02.10	13:00:00	144.950	145.037	144.942	144.985	3387	0	0
2021.02.10	14:00:00	144.985	145.019	144.937	144.970	4606	0	0
2021.02.10	15:00:00	144.967	145.004	144.794	144.907	7163	0	0
2021.02.10	16:00:00	144.907	144.989	144.840	144.886	7320	0	0
2021.02.10	17:00:00	144.886	145.007	144.866	144.912	9511	0	0
2021.02.10	18:00:00	144.912	144.961	144.836	144.950	5598	0	0
2021.02.10	19:00:00	144.950	144.955	144.886	144.935	5050	0	0
2021.02.10	20:00:00	144.934	144.963	144.892	144.906	2689	0	0
2021.02.10	21:00:00	144.906	144.951	144.827	144.834	3272	0	0
2021.02.10	22:00:00	144.834	144.838	144.689	144.749	3150	0	0
2021.02.10	23:00:00	144.751	144.757	144.675	144.704	1452	0	0
2021.02.11	00:00:00	144.675	144.740	144.558	144.677	1819	0	22
2021.02.11	01:00:00	144.690	144.753	144.673	144.692	1040	0	1
2021.02.11	02:00:00	144.692	144.699	144.580	144.598	1875	0	0
2021.02.11	03:00:00	144.596	144.622	144.574	144.605	5654	0	0
2021.02.11	04:00:00	144.607	144.723	144.603	144.708	3066	0	1
2021.02.11	05:00:00	144.708	144.822	144.680	144.820	1981	0	0
2021.02.11	06:00:00	144.820	144.850	144.812	144.847	2243	0	0
2021.02.11	07:00:00	144.847	144.887	144.817	144.825	1102	0	0
2021.02.11	08:00:00	144.825	144.887	144.763	144.842	1117	0	0
2021.02.11	09:00:00	144.842	144.904	144.741	144.748	2712	0	0
2021.02.11	10:00:00	144.745	144.763	144.602	144.736	5777	0	0
2021.02.11	11:00:00	144.740	144.844	144.694	144.801	4605	0	0
2021.02.11	12:00:00	144.801	144.805	144.686	144.735	2980	0	0
2021.02.11	13:00:00	144.735	144.853	144.732	144.793	3351	0	0
2021.02.11	14:00:00	144.791	144.877	144.769	144.821	3532	0	0
2021.02.11	15:00:00	144.821	144.903	144.783	144.849	4568	0	0
2021.02.11	16:00:00	144.852	144.875	144.604	144.616	6984	0	0
2021.02.11	17:00:00	144.617	144.805	144.611	144.712	5895	0	0
2021.02.11	18:00:00	144.713	144.794	144.630	144.783	5583	0	0
2021.02.11	19:00:00	144.783	144.788	144.610	144.668	5537	0	0
2021.02.11	20:00:00	144.668	144.739	144.634	144.723	3933	0	0
2021.02.11	21:00:00	144.724	144.725	144.605	144.605	4068	0	0
2021.02.11	22:00:00	144.605	144.724	144.592	144.710	2895	0	0
2021.02.11	23:00:00	144.710	144.726	144.641	144.708	1148	0	0
2021.02.12	00:00:00	144.683	144.750	144.640	144.712	2918	0	25
2021.02.12	01:00:00	144.710	144.716	144.636	144.672	1216	0	3
2021.02.12	02:00:00	144.672	144.711	144.617	144.628	2355	0	0
2021.02.12	03:00:00	144.628	144.720	144.613	144.659	1790	0	2
2021.02.12	04:00:00	144.659	144.663	144.529	144.545	3212	0	0
2021.02.12	05:00:00	144.545	144.579	144.497	144.550	1319	0	0
2021.02.12	06:00:00	144.550	144.574	144.505	144.549	1273	0	1
2021.02.12	07:00:00	144.549	144.743	144.544	144.726	1657	0	0
2021.02.12	08:00:00	144.727	144.727	144.561	144.616	1403	0	0
2021.02.12	09:00:00	144.617	144.724	144.593	144.722	3410	0	0
2021.02.12	10:00:00	144.721	144.862	144.660	144.716	5512	0	0
2021.02.12	11:00:00	144.715	144.944	144.688	144.831	4983	0	0
2021.02.12	12:00:00	144.831	144.849	144.718	144.763	3762	0	0
2021.02.12	13:00:00	144.763	144.831	144.734	144.757	3190	0	0
2021.02.12	14:00:00	144.757	144.989	144.745	144.927	4198	0	0
2021.02.12	15:00:00	144.926	145.011	144.887	144.996	5455	0	0
2021.02.12	16:00:00	144.996	145.307	144.963	145.220	6545	0	0
2021.02.12	17:00:00	145.219	145.368	145.151	145.351	7013	0	0
2021.02.12	18:00:00	145.351	145.420	145.280	145.401	5140	0	0
2021.02.12	19:00:00	145.401	145.445	145.392	145.414	2784	0	0
2021.02.12	20:00:00	145.414	145.455	145.371	145.454	3104	0	0
2021.02.12	21:00:00	145.454	145.478	145.367	145.379	3011	0	0
2021.02.12	22:00:00	145.379	145.397	145.349	145.367	1650	0	0
2021.02.12	23:00:00	145.367	145.415	145.330	145.339	1950	0	0
2021.02.15	00:00:00	145.278	145.480	145.270	145.422	4975	0	65
2021.02.15	01:00:00	145.421	145.751	145.421	145.715	3319	0	0
2021.02.15	02:00:00	145.712	145.912	145.644	145.773	3060	0	3
2021.02.15	03:00:00	145.773	145.895	145.722	145.868	2089	0	0
2021.02.15	04:00:00	145.868	145.965	145.817	145.947	2613	0	0
2021.02.15	05:00:00	145.947	146.035	145.909	146.021	1753	0	0
2021.02.15	06:00:00	146.021	146.099	145.949	145.960	2007	0	0
2021.02.15	07:00:00	145.960	146.032	145.954	146.015	1442	0	2
2021.02.15	08:00:00	146.015	146.069	145.974	145.998	2201	0	2
2021.02.15	09:00:00	145.998	146.297	145.951	146.234	3325	0	0
2021.02.15	10:00:00	146.234	146.365	146.134	146.314	5603	0	0
2021.02.15	11:00:00	146.316	146.500	146.244	146.454	4602	0	0
2021.02.15	12:00:00	146.455	146.633	146.448	146.508	4338	0	0
2021.02.15	13:00:00	146.509	146.518	146.381	146.385	3245	0	0
2021.02.15	14:00:00	146.385	146.507	146.350	146.492	3550	0	0
2021.02.15	15:00:00	146.489	146.539	146.408	146.459	3686	0	0
2021.02.15	16:00:00	146.460	146.529	146.436	146.486	3150	0	0
2021.02.15	17:00:00	146.486	146.578	146.455	146.575	3409	0	0
2021.02.15	18:00:00	146.575	146.636	146.525	146.631	2614	0	0
2021.02.15	19:00:00	146.631	146.631	146.470	146.486	2657	0	0
2021.02.15	20:00:00	146.486	146.554	146.411	146.454	1981	0	2
2021.02.15	21:00:00	146.454	146.523	146.442	146.496	1437	0	8
2021.02.15	22:00:00	146.494	146.514	146.431	146.462	753	0	13
2021.02.15	23:00:00	146.460	146.538	146.442	146.478	779	0	15
2021.02.16	00:00:00	146.467	146.524	146.386	146.498	807	0	36
2021.02.16	01:00:00	146.498	146.644	146.472	146.610	1341	0	4
2021.02.16	02:00:00	146.610	146.891	146.605	146.889	3248	0	0
2021.02.16	03:00:00	146.889	147.148	146.830	147.068	3244	0	0
2021.02.16	04:00:00	147.068	147.263	147.032	147.224	2270	0	2
2021.02.16	05:00:00	147.219	147.297	147.189	147.292	2034	0	0
2021.02.16	06:00:00	147.292	147.306	147.131	147.136	2073	0	2
2021.02.16	07:00:00	147.136	147.229	146.855	146.938	3954	0	0
2021.02.16	08:00:00	146.939	147.080	146.881	146.949	3153	0	3
2021.02.16	09:00:00	146.950	147.071	146.711	146.731	4624	0	0
2021.02.16	10:00:00	146.731	146.944	146.717	146.882	6167	0	0
2021.02.16	11:00:00	146.882	147.010	146.636	146.705	5784	0	0
2021.02.16	12:00:00	146.706	146.757	146.521	146.645	5015	0	0
2021.02.16	13:00:00	146.645	146.772	146.584	146.756	4621	0	0
2021.02.16	14:00:00	146.757	146.945	146.722	146.822	5998	0	0
2021.02.16	15:00:00	146.822	146.865	146.724	146.799	8422	0	0
2021.02.16	16:00:00	146.800	146.931	146.717	146.747	9587	0	0
2021.02.16	17:00:00	146.748	147.247	146.663	147.196	9634	0	0
2021.02.16	18:00:00	147.197	147.311	147.149	147.255	6891	0	0
2021.02.16	19:00:00	147.255	147.356	147.229	147.321	5099	0	0
2021.02.16	20:00:00	147.321	147.372	147.292	147.335	3051	0	0
2021.02.16	21:00:00	147.335	147.345	147.269	147.308	3644	0	0
2021.02.16	22:00:00	147.308	147.366	147.253	147.311	3139	0	0
2021.02.16	23:00:00	147.310	147.454	147.306	147.412	2219	0	0
2021.02.17	00:00:00	147.414	147.493	147.336	147.490	3123	0	22
2021.02.17	01:00:00	147.486	147.568	147.295	147.344	4171	0	0
2021.02.17	02:00:00	147.344	147.365	147.118	147.218	5364	0	0
2021.02.17	03:00:00	147.220	147.225	147.102	147.115	3596	0	0
2021.02.17	04:00:00	147.118	147.159	147.028	147.143	3437	0	0
2021.02.17	05:00:00	147.142	147.213	147.114	147.129	3677	0	0
2021.02.17	06:00:00	147.129	147.171	147.066	147.068	2803	0	2
2021.02.17	07:00:00	147.068	147.136	147.032	147.066	2803	0	0
2021.02.17	08:00:00	147.064	147.152	147.049	147.056	2879	0	0
2021.02.17	09:00:00	147.052	147.211	147.050	147.150	4668	0	0
2021.02.17	10:00:00	147.154	147.218	147.077	147.096	6675	0	0
2021.02.17	11:00:00	147.096	147.191	147.024	147.121	6256	0	0
2021.02.17	12:00:00	147.120	147.122	146.890	146.985	4836	0	0
2021.02.17	13:00:00	146.983	147.006	146.867	146.943	3206	0	0
2021.02.17	14:00:00	146.944	147.166	146.931	147.085	4459	0	0
2021.02.17	15:00:00	147.086	147.320	146.946	146.981	9000	0	0
2021.02.17	16:00:00	146.980	147.019	146.533	146.743	9148	0	0
2021.02.17	17:00:00	146.742	146.861	146.603	146.723	8182	0	0
2021.02.17	18:00:00	146.724	146.764	146.418	146.534	6794	0	0
2021.02.17	19:00:00	146.532	146.633	146.487	146.590	4219	0	0
2021.02.17	20:00:00	146.589	146.764	146.564	146.719	3343	0	0
2021.02.17	21:00:00	146.719	146.812	146.710	146.803	2636	0	0
2021.02.17	22:00:00	146.803	146.822	146.768	146.771	1675	0	0
2021.02.17	23:00:00	146.771	146.825	146.762	146.768	1921	0	0
2021.02.18	00:00:00	146.626	146.778	146.566	146.728	600	0	25
2021.02.18	01:00:00	146.738	146.791	146.722	146.774	1029	0	1
2021.02.18	02:00:00	146.775	146.885	146.604	146.643	3212	0	0
2021.02.18	03:00:00	146.642	146.711	146.569	146.626	2648	0	0
2021.02.18	04:00:00	146.626	146.738	146.550	146.738	2656	0	0
2021.02.18	05:00:00	146.738	146.752	146.602	146.649	2225	0	0
2021.02.18	06:00:00	146.649	146.653	146.568	146.610	1908	0	1
2021.02.18	07:00:00	146.610	146.718	146.596	146.658	1715	0	0
2021.02.18	08:00:00	146.655	146.724	146.593	146.669	2168	0	0
2021.02.18	09:00:00	146.667	146.748	146.580	146.699	3362	0	0
2021.02.18	10:00:00	146.699	147.107	146.687	147.088	6532	0	0
2021.02.18	11:00:00	147.088	147.254	147.033	147.184	5608	0	0
2021.02.18	12:00:00	147.186	147.294	147.181	147.239	4405	0	0
2021.02.18	13:00:00	147.239	147.395	147.173	147.361	5193	0	0
2021.02.18	14:00:00	147.361	147.605	147.300	147.489	6109	0	0
2021.02.18	15:00:00	147.495	147.788	147.465	147.634	6822	0	0
2021.02.18	16:00:00	147.639	147.728	147.581	147.713	8754	0	0
2021.02.18	17:00:00	147.713	147.713	147.364	147.518	9199	0	0
2021.02.18	18:00:00	147.518	147.589	147.462	147.517	5127	0	0
2021.02.18	19:00:00	147.516	147.573	147.431	147.523	3241	0	0
2021.02.18	20:00:00	147.524	147.653	147.524	147.591	2750	0	0
2021.02.18	21:00:00	147.591	147.717	147.570	147.698	2330	0	0
2021.02.18	22:00:00	147.699	147.699	147.636	147.655	2069	0	0
2021.02.18	23:00:00	147.655	147.694	147.621	147.645	1972	0	0
2021.02.19	00:00:00	147.682	147.703	147.574	147.652	4244	0	19
2021.02.19	01:00:00	147.654	147.676	147.555	147.569	2123	0	3
2021.02.19	02:00:00	147.569	147.693	147.567	147.668	2693	0	0
2021.02.19	03:00:00	147.668	147.707	147.523	147.581	2576	0	0
2021.02.19	04:00:00	147.581	147.592	147.443	147.483	2019	0	0
2021.02.19	05:00:00	147.482	147.512	147.450	147.480	1364	0	0
2021.02.19	06:00:00	147.480	147.566	147.439	147.462	1562	0	0
2021.02.19	07:00:00	147.462	147.559	147.382	147.522	3661	0	0
2021.02.19	08:00:00	147.522	147.703	147.468	147.656	2145	0	0
2021.02.19	09:00:00	147.654	147.692	147.601	147.662	3761	0	0
2021.02.19	10:00:00	147.662	147.695	147.284	147.446	6269	0	0
2021.02.19	11:00:00	147.446	147.653	147.383	147.425	6053	0	0
2021.02.19	12:00:00	147.426	147.523	147.393	147.473	5185	0	0
2021.02.19	13:00:00	147.473	147.502	147.370	147.433	3699	0	0
2021.02.19	14:00:00	147.433	147.580	147.404	147.538	4824	0	0
2021.02.19	15:00:00	147.537	147.971	147.506	147.910	6747	0	0
2021.02.19	16:00:00	147.910	147.930	147.791	147.899	6956	0	0
2021.02.19	17:00:00	147.899	148.159	147.861	148.032	6981	0	0
2021.02.19	18:00:00	148.032	148.065	147.894	148.062	5032	0	0
2021.02.19	19:00:00	148.061	148.134	147.814	147.852	5096	0	0
2021.02.19	20:00:00	147.852	148.009	147.842	147.915	5008	0	0
2021.02.19	21:00:00	147.915	147.939	147.782	147.825	3078	0	0
2021.02.19	22:00:00	147.825	147.832	147.658	147.707	2039	0	0
